seed,profile,forward_mean,feedback_mean,round_trip_mean,round_trip_p95,round_trip_p99,round_trip_max,pa_reduction_vs_sco_pct,pa_reduction_vs_forced_pct,pa_reduction_vs_stopwait_pct,sco_redundant_attempt_rate,pa_redundant_attempt_rate,stopwait_redundant_attempt_rate,sco_stale_arrival_rate,pa_stale_arrival_rate,stopwait_stale_arrival_rate,sco_post_cost,pa_post_cost,stopwait_post_cost,forced_post_cost,pa_calendar_delay,pa_observation_delay
20266009,forward_heavy,2.000773514851485,2.0,4.000773514851486,13.0,13.0,13,76.97589283242986,75.54170309609134,51.7498314382298,0.7678125,0.3078125,0.07375,0.07160215240409651,0.07025618758141554,0.014322916666666666,2353.7453155919256,541.9288439135466,1123.164664636903,2215.7260010485093,47.206896551724135,7.551724137931035
20266009,feedback_heavy,2.0,1.984839108910891,3.984839108910891,13.0,13.0,13,80.80622978515821,80.21843132597792,37.45505549832712,0.767265625,0.295234375,0.057578125,0.0,0.0,0.0,2695.5979049213947,517.3868677867022,827.2241216440183,2615.4996922269092,44.935483870967744,7.354838709677419
20266010,fixed,2.0,2.0,4.0,4.0,4.0,4,87.8685620033754,87.07286006606921,9.380780330215943,0.8003125,0.2534375,0.0,0.0,0.0,0.0,3241.78509955634,393.2751493364927,433.98646641362086,3042.2440798697844,44.84848484848485,7.363636363636363
20266010,light_iid,1.9956373762376238,2.0030012376237623,3.9986386138613863,6.0,6.0,6,83.83110050493733,82.4514502383495,13.321239624995338,0.778203125,0.325,0.09171875,0.11909917713295799,0.017066620462618035,0.0032092982912655045,2550.2496157643072,412.3472972461527,475.7189598261263,2349.75142018442,45.529411764705884,7.5
20266010,heavy_iid,1.989789603960396,2.0021658415841586,3.9919554455445545,12.0,22.0,22,63.01949495348509,61.60374462065321,61.72192347808857,0.738203125,0.3621875,0.071953125,0.06282495667244367,0.0717628705148206,0.010760152724748352,1177.25169381577,435.35362204172316,1137.3445627355773,1133.8439588457845,43.25,7.09375
20266010,lognormal,2.326825495049505,2.3261293316831684,4.652954826732674,14.0,33.0,125,69.92688140854818,68.06028589367476,43.551603286607474,0.779921875,0.431484375,0.183125,0.0921291886743441,0.052613331021929444,0.026984815618221258,1645.3120404591573,494.7966411267182,876.5468462088782,1549.1580152520223,44.57142857142857,7.4
20266010,markov_burst,1.9988397277227723,1.9959777227722773,3.9948174504950495,7.0,12.0,12,76.38174041539844,75.16758383149046,47.36560561133304,0.7540625,0.3359375,0.07546875,0.06646447140381283,0.027277450640803603,0.003295464400312202,2086.830227154882,492.87298013937067,936.4085706009266,1984.796714080494,47.17142857142857,7.4
20266010,forward_heavy,1.989789603960396,2.0,3.989789603960396,13.0,13.0,13,77.35436088039965,76.1267476622284,52.00403312441898,0.7675,0.28953125,0.058984375,0.0672560235742763,0.06815623105568545,0.012579161967554438,1899.5091341039672,430.1559835530299,896.2336036861485,1801.832349723246,45.714285714285715,7.257142857142857
20266010,feedback_heavy,2.0,2.0021658415841586,4.002165841584159,13.0,13.0,13,81.25585956200742,80.67933046989538,38.73601386169308,0.765390625,0.280390625,0.04953125,0.0,0.0,0.0,2184.5805943916057,409.48085459389597,668.3875477339488,2119.3926740264383,45.24242424242424,7.2727272727272725
20266011,fixed,2.0,2.0,4.0,4.0,4.0,4,88.19600004501832,87.10622395572942,8.44408059063111,0.80046875,0.270234375,0.0,0.0,0.0,0.0,3206.2083998532407,378.4608380752951,413.3657774579317,2935.221123554929,42.90625,7.53125
20266011,light_iid,1.999009900990099,2.0000928217821783,3.9991027227722773,6.0,6.0,6,84.17169777649421,82.96911278968429,8.97734135828091,0.780546875,0.336875,0.09984375,0.1135083614938047,0.018715882505848713,0.004330504070673827,2577.8940652590854,408.0368636510277,448.28053776931665,2395.8638126842698,42.03333333333333,7.4
20266011,heavy_iid,1.9989170792079207,1.9970606435643565,3.995977722772277,12.0,12.0,22,62.61620843896633,61.09434490925079,58.47840886765136,0.74546875,0.4009375,0.099921875,0.06639507670971656,0.07778258986574274,0.015524718126626192,1150.2864376846733,430.02068421887776,1035.6556010780068,1105.2909486187416,42.55555555555556,7.333333333333333
20266011,lognormal,2.334792698019802,2.363907797029703,4.698700495049505,14.0,34.0,104,68.03598178481666,67.0353205107248,43.36226989564945,0.786953125,0.45203125,0.2153125,0.08759313810431468,0.05570475612925583,0.03130419701699618,1569.0388783063795,501.52787286515945,885.5013644458099,1521.4098260179585,41.142857142857146,7.214285714285714
20266011,markov_burst,1.9808168316831682,2.023050742574257,4.003867574257426,7.0,12.0,12,76.616785420589,75.68029090885324,52.73978265496833,0.752890625,0.333046875,0.0796875,0.06272743025472188,0.02658468998960859,0.005108667417092389,1946.1698579386098,455.07707396160345,962.9178609976163,1871.2274569405422,40.46875,6.90625
