seed,family,success_probability,delay_slots,capacity,capacity_ratio,method,frozen_inflight_beta,post_cost,total_cost,reference_post_cost,reference_total_cost,post_ratio_to_reference,total_ratio_to_reference,delivery_rate,redundant_attempt_rate,max_inflight_count,detected_fraction,calendar_delay,observation_delay
20261003,delay,0.9,5,4,0.2,sco_reset_ucb,16.0,6550.996181905283,7112.657868203414,5906.555863905288,6479.655812769341,1.1091059380201824,1.097690691253481,0.895,0.8325,6,0.975609756097561,46.7,7.35
20261003,delay,0.9,5,4,0.2,ps_forced_reset_ucb,16.0,5971.825546112378,6528.8009816570475,5906.555863905288,6479.655812769341,1.011050379224541,1.0075845338560818,0.894921875,0.821171875,6,0.9512195121951219,45.17948717948718,7.153846153846154
20261003,delay,0.9,5,4,0.2,inflight_sco_ucb,16.0,1016.2665602530057,1181.4117456951244,5906.555863905288,6479.655812769341,0.17205738566926412,0.18232631174127145,0.895234375,0.444375,6,0.9512195121951219,46.53846153846154,7.512820512820513
20261003,capacity,0.9,1,2,0.1,true,16.0,2195.0323097386163,2390.55861632224,2195.0323097386163,2390.55861632224,1.0,1.0,0.89671875,0.51515625,2,nan,nan,nan
20261003,capacity,0.9,1,2,0.1,sco_reset_ucb,16.0,2438.602828900459,2599.166728758985,2195.0323097386163,2390.55861632224,1.1109644345922394,1.0872633329349934,0.89640625,0.51515625,2,0.9512195121951219,74.92307692307692,7.230769230769231
20261003,capacity,0.9,1,2,0.1,ps_forced_reset_ucb,16.0,2407.3940663878484,2561.9598025165938,2195.0323097386163,2390.55861632224,1.0967465288356144,1.0716992191800117,0.89671875,0.50203125,2,0.975609756097561,79.45,7.4
20261003,capacity,0.9,1,2,0.1,inflight_sco_ucb,16.0,664.600359095669,726.0442924714921,2195.0323097386163,2390.55861632224,0.3027747501242063,0.3037132356906924,0.8965625,0.0,1,0.9512195121951219,80.46153846153847,7.384615384615385
20261003,capacity,0.9,1,4,0.2,true,16.0,378.9473883434504,427.05411532292834,378.9473883434504,427.05411532292834,1.0,1.0,0.90078125,0.5203125,2,nan,nan,nan
20261003,capacity,0.9,1,4,0.2,sco_reset_ucb,16.0,409.18044346632996,459.58624776731426,378.9473883434504,427.05411532292834,1.079781669046571,1.0761780094772904,0.89984375,0.521875,2,0.9512195121951219,39.35897435897436,7.256410256410256
20261003,capacity,0.9,1,4,0.2,ps_forced_reset_ucb,16.0,406.9003269210029,453.7618387396509,378.9473883434504,427.05411532292834,1.073764695146066,1.06253943577274,0.899765625,0.511484375,2,0.926829268292683,39.81578947368421,7.342105263157895
20261003,capacity,0.9,1,4,0.2,inflight_sco_ucb,16.0,170.2864881662632,196.80594424370105,378.9473883434504,427.05411532292834,0.44936709792528745,0.460845446003678,0.9,0.001796875,2,0.9512195121951219,41.205128205128204,7.358974358974359
20261003,capacity,0.9,1,8,0.4,true,16.0,94.94035698269042,108.91909706868968,94.94035698269042,108.91909706868968,1.0,1.0,0.899921875,0.5508984375,2,nan,nan,nan
20261003,capacity,0.9,1,8,0.4,sco_reset_ucb,16.0,97.91925832887905,112.3414239185945,94.94035698269042,108.91909706868968,1.0313765551432648,1.0314208154677094,0.8995703125,0.5362890625,2,0.9024390243902439,20.89189189189189,7.45945945945946
20261003,capacity,0.9,1,8,0.4,ps_forced_reset_ucb,16.0,98.0228168965537,112.81477159858845,94.94035698269042,108.91909706868968,1.0324673301410199,1.0357666803594778,0.8995703125,0.531171875,2,0.9512195121951219,20.46153846153846,7.17948717948718
20261003,capacity,0.9,1,8,0.4,inflight_sco_ucb,16.0,73.5715463648801,86.10562201237836,94.94035698269042,108.91909706868968,0.7749238438011531,0.7905466013740086,0.898984375,0.0620703125,2,1.0,22.21951219512195,7.512195121951219
20261004,delay,0.9,0,4,0.2,true,16.0,127.06280454497018,128.08905621698287,127.06280454497018,128.08905621698287,1.0,1.0,0.898203125,0.0,1,nan,nan,nan
20261004,delay,0.9,0,4,0.2,sco_reset_ucb,16.0,132.64033380518336,136.3032326804112,127.06280454497018,128.08905621698287,1.0438958456818823,1.0641286360133182,0.898515625,0.0,1,0.9722222222222222,44.885714285714286,7.542857142857143
20261004,delay,0.9,0,4,0.2,ps_forced_reset_ucb,16.0,135.30844815049844,139.01457824152013,127.06280454497018,128.08905621698287,1.0648942358470448,1.08529629577432,0.898046875,0.0,1,0.9722222222222222,43.68571428571428,7.4
20261004,delay,0.9,0,4,0.2,inflight_sco_ucb,16.0,132.64033380518336,136.3032326804112,127.06280454497018,128.08905621698287,1.0438958456818823,1.0641286360133182,0.898515625,0.0,1,0.9722222222222222,44.885714285714286,7.542857142857143
20261004,delay,0.9,1,4,0.2,true,16.0,527.628677079648,521.7561712116171,527.628677079648,521.7561712116171,1.0,1.0,0.896953125,0.52,2,nan,nan,nan
20261004,delay,0.9,1,4,0.2,sco_reset_ucb,16.0,566.231380000136,573.546883214099,527.628677079648,521.7561712116171,1.073162632353777,1.0992622892839274,0.8965625,0.523203125,2,0.9722222222222222,44.34285714285714,7.457142857142857
20261004,delay,0.9,1,4,0.2,ps_forced_reset_ucb,16.0,556.2831242885668,567.9081785965874,527.628677079648,521.7561712116171,1.0543079791786854,1.0884551250784376,0.8965625,0.511640625,2,0.9722222222222222,42.65714285714286,7.2
20261004,delay,0.9,1,4,0.2,inflight_sco_ucb,16.0,238.18518987240606,246.7173684972629,527.628677079648,521.7561712116171,0.4514257852524776,0.47285951199070286,0.8975,0.003046875,2,0.9722222222222222,44.114285714285714,7.314285714285714
20261004,delay,0.9,3,4,0.2,true,16.0,2815.3547253343036,2755.0271268206297,2815.3547253343036,2755.0271268206297,1.0,1.0,0.894375,0.751328125,4,nan,nan,nan
20261004,delay,0.9,3,4,0.2,sco_reset_ucb,16.0,3060.973233712387,3079.1820429590834,2815.3547253343036,2755.0271268206297,1.087242472917482,1.1176594280988212,0.8946875,0.7521875,4,0.9722222222222222,43.82857142857143,7.114285714285714
20261004,delay,0.9,3,4,0.2,ps_forced_reset_ucb,16.0,2940.851360043281,2945.286921954432,2815.3547253343036,2755.0271268206297,1.0445757806572937,1.0690591367618825,0.8946875,0.742890625,4,0.9722222222222222,45.8,7.285714285714286
20261004,delay,0.9,3,4,0.2,inflight_sco_ucb,16.0,655.525495712043,683.5390965829171,2815.3547253343036,2755.0271268206297,0.2328393966888858,0.2481061220517775,0.89515625,0.11703125,4,0.9722222222222222,47.77142857142857,7.314285714285714
20261004,delay,0.9,5,4,0.2,true,16.0,8208.901526496913,7893.632094663962,8208.901526496913,7893.632094663962,1.0,1.0,0.891484375,0.830546875,6,nan,nan,nan
