seed,success_probability,delay_slots,capacity,capacity_ratio,method,post_change_slot,cumulative_post_cost,reference_cumulative_post_cost,cumulative_excess_pct
20261000,0.9,0,2,0.1,ps_forced_reset_ucb,230,136145.11529422324,121892.01171267632,11.693222042429085
20261000,0.9,0,2,0.1,ps_forced_reset_ucb,240,141161.2969186236,127097.7029420448,11.065183438438408
20261000,0.9,0,2,0.1,ps_forced_reset_ucb,250,146170.91473129508,131511.06542980028,11.147236358844758
20261000,0.9,0,2,0.1,ps_forced_reset_ucb,260,151886.460853003,136414.37007768627,11.341980149529384
20261000,0.9,0,2,0.1,ps_forced_reset_ucb,270,158238.4160738841,141421.32641044335,11.891480648847086
20261000,0.9,0,2,0.1,ps_forced_reset_ucb,280,163680.9593710793,147049.21073802738,11.310328392501123
20261000,0.9,0,2,0.1,ps_forced_reset_ucb,290,169264.1178072209,152179.28655001926,11.226778390491464
20261000,0.9,0,2,0.1,ps_forced_reset_ucb,300,174462.64444500435,157102.18071399056,11.05042823219562
20261000,0.9,0,2,0.1,ps_forced_reset_ucb,310,180441.67993439306,162465.78485853897,11.064418943044485
20261000,0.9,0,2,0.1,ps_forced_reset_ucb,320,185625.26654100177,168175.8791346345,10.37567782975466
20261000,0.9,0,2,0.1,ps_forced_reset_ucb,330,190942.80939890156,172967.92510984838,10.392033249885891
20261000,0.9,0,2,0.1,ps_forced_reset_ucb,340,196127.99875982772,177852.5951988488,10.275590041599347
20261000,0.9,0,2,0.1,ps_forced_reset_ucb,350,201223.4195718039,183572.88659134324,9.614999964429938
20261000,0.9,0,2,0.1,ps_forced_reset_ucb,360,206715.32767778615,189692.63460753293,8.973829218763573
20261000,0.9,0,2,0.1,ps_forced_reset_ucb,370,211458.37892618225,195089.6318318767,8.39037264082374
20261000,0.9,0,2,0.1,ps_forced_reset_ucb,380,216662.3557195486,200312.72762691136,8.162051551256845
20261000,0.9,0,2,0.1,ps_forced_reset_ucb,390,221710.20200511557,205894.1893447662,7.68162166726607
20261000,0.9,0,2,0.1,ps_forced_reset_ucb,400,227512.24133851888,211604.44789167374,7.517702772953427
20261000,0.9,0,2,0.1,inflight_sco_ucb,10,7698.283318777932,5776.269533443728,33.27430920953456
20261000,0.9,0,2,0.1,inflight_sco_ucb,20,14704.124362392167,11139.382165878487,32.00125593529768
20261000,0.9,0,2,0.1,inflight_sco_ucb,30,21099.48463403195,16562.878437689775,27.390204024071487
20261000,0.9,0,2,0.1,inflight_sco_ucb,40,27444.971691230257,21423.58435967127,28.10634873449991
20261000,0.9,0,2,0.1,inflight_sco_ucb,50,33393.66033676359,27048.642118475433,23.45780682999323
20261000,0.9,0,2,0.1,inflight_sco_ucb,60,38684.52389361302,32269.616732663144,19.879093123708348
20261000,0.9,0,2,0.1,inflight_sco_ucb,70,44122.45283167662,37656.906676331826,17.16961568542361
20261000,0.9,0,2,0.1,inflight_sco_ucb,80,49001.59502802565,42582.61011144775,15.074193197124487
20261000,0.9,0,2,0.1,inflight_sco_ucb,90,55252.57092449369,48698.32199180964,13.458880439014687
20261000,0.9,0,2,0.1,inflight_sco_ucb,100,60891.41924498504,54786.56721503606,11.14297233843391
20261000,0.9,0,2,0.1,inflight_sco_ucb,110,67162.49220223307,60070.37660035194,11.806344496664224
20261000,0.9,0,2,0.1,inflight_sco_ucb,120,73033.32672663213,65153.666764708236,12.093962401809243
20261000,0.9,0,2,0.1,inflight_sco_ucb,130,79367.60784150971,70555.26478981985,12.489986506239248
20261000,0.9,0,2,0.1,inflight_sco_ucb,140,84837.45297894007,75551.68731487216,12.290613213399437
20261000,0.9,0,2,0.1,inflight_sco_ucb,150,90573.199395175,80376.84785088737,12.68568227906075
20261000,0.9,0,2,0.1,inflight_sco_ucb,160,96590.30833797288,85748.89038919749,12.643216605565755
20261000,0.9,0,2,0.1,inflight_sco_ucb,170,102515.7175261965,90833.29444650892,12.861388713108134
20261000,0.9,0,2,0.1,inflight_sco_ucb,180,107641.39182118006,95744.00143278057,12.426251473051654
20261000,0.9,0,2,0.1,inflight_sco_ucb,190,112397.08938193988,101179.1391984701,11.087216468075468
20261000,0.9,0,2,0.1,inflight_sco_ucb,200,117613.59132332432,106389.3439100153,10.550161323301843
20261000,0.9,0,2,0.1,inflight_sco_ucb,210,122473.91127101793,111645.48779007341,9.698935169959721
20261000,0.9,0,2,0.1,inflight_sco_ucb,220,127070.68449133035,116723.4881444606,8.864707961831764
20261000,0.9,0,2,0.1,inflight_sco_ucb,230,132547.27950564562,121892.01171267632,8.74156365397094
20261000,0.9,0,2,0.1,inflight_sco_ucb,240,137662.71642268728,127097.7029420448,8.31251331541376
20261000,0.9,0,2,0.1,inflight_sco_ucb,250,143516.4605440541,131511.06542980028,9.128809864795917
20261000,0.9,0,2,0.1,inflight_sco_ucb,260,148979.2311258019,136414.37007768627,9.21080458089576
20261000,0.9,0,2,0.1,inflight_sco_ucb,270,154158.11030127044,141421.32641044335,9.006268159203557
20261000,0.9,0,2,0.1,inflight_sco_ucb,280,160120.31736166193,147049.21073802738,8.888933546825427
20261000,0.9,0,2,0.1,inflight_sco_ucb,290,165525.23001103045,152179.28655001926,8.769881738553531
20261000,0.9,0,2,0.1,inflight_sco_ucb,300,170889.88378307092,157102.18071399056,8.776264598249783
20261000,0.9,0,2,0.1,inflight_sco_ucb,310,175767.22328271606,162465.78485853897,8.187224427444107
20261000,0.9,0,2,0.1,inflight_sco_ucb,320,180710.6262937434,168175.8791346345,7.453356107669951
20261000,0.9,0,2,0.1,inflight_sco_ucb,330,186071.4614143916,172967.92510984838,7.575703007491974
20261000,0.9,0,2,0.1,inflight_sco_ucb,340,191320.63384980735,177852.5951988488,7.572584834030982
20261000,0.9,0,2,0.1,inflight_sco_ucb,350,196298.98955780262,183572.88659134324,6.932452391397703
20261000,0.9,0,2,0.1,inflight_sco_ucb,360,201366.53177139885,189692.63460753293,6.154111986487387
20261000,0.9,0,2,0.1,inflight_sco_ucb,370,206558.04788454843,195089.6318318767,5.878536929402234
20261000,0.9,0,2,0.1,inflight_sco_ucb,380,211332.96532417854,200312.72762691136,5.501516467686818
20261000,0.9,0,2,0.1,inflight_sco_ucb,390,217337.9314657001,205894.1893447662,5.558069490621498
20261000,0.9,0,2,0.1,inflight_sco_ucb,400,222987.8106298751,211604.44789167374,5.3795479497807275
20261000,0.9,1,2,0.1,cumulative_ucb_cv,10,33095.366900700086,30411.837145007783,8.823964638824243
20261000,0.9,1,2,0.1,cumulative_ucb_cv,20,63362.4237005889,57209.1401074124,10.755770112299313
20261000,0.9,1,2,0.1,cumulative_ucb_cv,30,97016.2897622537,83757.56312275991,15.829885857664028
20261000,0.9,1,2,0.1,cumulative_ucb_cv,40,129762.53957707,109468.30513572275,18.538913538659173
20261000,0.9,1,2,0.1,cumulative_ucb_cv,50,159378.04879481118,139741.68871015916,14.05189837470775
20261000,0.9,1,2,0.1,cumulative_ucb_cv,60,190293.8847938878,167140.9593550956,13.852334896321338
20261000,0.9,1,2,0.1,cumulative_ucb_cv,70,219942.6561913377,193109.2133835479,13.895475175746274
20261000,0.9,1,2,0.1,cumulative_ucb_cv,80,254604.87930568832,223194.87895115162,14.072903689430571
20261000,0.9,1,2,0.1,cumulative_ucb_cv,90,289012.5903973985,253036.12403651688,14.217917104867484
20261000,0.9,1,2,0.1,cumulative_ucb_cv,100,320230.71302929334,280517.9329513451,14.156948776902723
20261000,0.9,1,2,0.1,cumulative_ucb_cv,110,350173.14675535576,308327.1715137696,13.57193887134185
20261000,0.9,1,2,0.1,cumulative_ucb_cv,120,379868.07674210914,337670.4599678145,12.496685904451565
20261000,0.9,1,2,0.1,cumulative_ucb_cv,130,410295.4936506539,363883.31412581366,12.754687484459136
20261000,0.9,1,2,0.1,cumulative_ucb_cv,140,443587.99295309593,391885.1126012169,13.193377010086117
20261000,0.9,1,2,0.1,cumulative_ucb_cv,150,477391.1685224872,420557.97204991005,13.513760349270566
20261000,0.9,1,2,0.1,cumulative_ucb_cv,160,508106.3392208867,445946.34188868635,13.93889611672523
20261000,0.9,1,2,0.1,cumulative_ucb_cv,170,537336.6064696158,474612.93665964314,13.215752240431122
20261000,0.9,1,2,0.1,cumulative_ucb_cv,180,570620.1628663953,501875.273394587,13.697604388204109
20261000,0.9,1,2,0.1,cumulative_ucb_cv,190,600356.8112465795,528196.2704067129,13.661690716654018
20261000,0.9,1,2,0.1,cumulative_ucb_cv,200,628100.6132428444,553504.6301165412,13.477029652054927
20261000,0.9,1,2,0.1,cumulative_ucb_cv,210,656753.0595310872,583211.6185228024,12.609735244053532
20261000,0.9,1,2,0.1,cumulative_ucb_cv,220,682727.8168783365,607690.447413817,12.347959357245175
20261000,0.9,1,2,0.1,cumulative_ucb_cv,230,712044.4771423722,635334.5908453064,12.073935120548684
20261000,0.9,1,2,0.1,cumulative_ucb_cv,240,743709.5480272479,660333.8798946858,12.626289619708642
20261000,0.9,1,2,0.1,cumulative_ucb_cv,250,771509.8402049473,686961.6384962032,12.307557943675684
20261000,0.9,1,2,0.1,cumulative_ucb_cv,260,798956.2112781829,713426.8849249918,11.988520219865784
20261000,0.9,1,2,0.1,cumulative_ucb_cv,270,825813.8402531606,740768.5437864366,11.480684105728244
20261000,0.9,1,2,0.1,cumulative_ucb_cv,280,853056.5681376059,767472.9043664874,11.151359648555115
20261000,0.9,1,2,0.1,cumulative_ucb_cv,290,881806.0700905945,792946.086975158,11.206308294478085
20261000,0.9,1,2,0.1,cumulative_ucb_cv,300,910303.436756687,820651.9785616037,10.924418698437766
20261000,0.9,1,2,0.1,cumulative_ucb_cv,310,939349.016936294,848059.6791134843,10.764494536308877
20261000,0.9,1,2,0.1,cumulative_ucb_cv,320,968762.2014300559,878345.9346043251,10.293924439516111
20261000,0.9,1,2,0.1,cumulative_ucb_cv,330,999284.0316810844,905030.6264791822,10.414388468661429
20261000,0.9,1,2,0.1,cumulative_ucb_cv,340,1027014.4707895142,933656.1001816826,9.999224617036706
20261000,0.9,1,2,0.1,cumulative_ucb_cv,350,1057254.9443862713,958504.847871306,10.302514038846478
20261000,0.9,1,2,0.1,cumulative_ucb_cv,360,1086460.7709239877,986568.0076393445,10.125278998623322
20261000,0.9,1,2,0.1,cumulative_ucb_cv,370,1114396.417844139,1014482.7813519964,9.848726693910791
20261000,0.9,1,2,0.1,cumulative_ucb_cv,380,1143186.4390017067,1043213.25412808,9.583197345128113
20261000,0.9,1,2,0.1,cumulative_ucb_cv,390,1171829.4562764983,1069090.865849893,9.609902554441096
20261000,0.9,1,2,0.1,cumulative_ucb_cv,400,1201818.9177474568,1093925.0577520153,9.86300288405133
20261000,0.9,1,2,0.1,sco_reset_ucb,10,33095.366900700086,30411.837145007783,8.823964638824243
20261000,0.9,1,2,0.1,sco_reset_ucb,20,63362.4237005889,57209.1401074124,10.755770112299313
20261000,0.9,1,2,0.1,sco_reset_ucb,30,97016.2897622537,83757.56312275991,15.829885857664028
20261000,0.9,1,2,0.1,sco_reset_ucb,40,129762.53957707,109468.30513572275,18.538913538659173
20261000,0.9,1,2,0.1,sco_reset_ucb,50,159378.04879481118,139741.68871015916,14.05189837470775
20261000,0.9,1,2,0.1,sco_reset_ucb,60,190293.8847938878,167140.9593550956,13.852334896321338
20261000,0.9,1,2,0.1,sco_reset_ucb,70,219438.66849666965,193109.2133835479,13.634489339888178
20261000,0.9,1,2,0.1,sco_reset_ucb,80,253202.7508476514,223194.87895115162,13.444695522367823
20261000,0.9,1,2,0.1,sco_reset_ucb,90,288456.7995832285,253036.12403651688,13.998268303224503
20261000,0.9,1,2,0.1,sco_reset_ucb,100,317270.4316682312,280517.9329513451,13.10165746988472
20261000,0.9,1,2,0.1,sco_reset_ucb,110,347331.19019000075,308327.1715137696,12.65020480833272
20261000,0.9,1,2,0.1,sco_reset_ucb,120,374218.65814099123,337670.4599678145,10.823629101775856
20261000,0.9,1,2,0.1,sco_reset_ucb,130,403629.2863212556,363883.31412581366,10.92272458024819
20261000,0.9,1,2,0.1,sco_reset_ucb,140,435223.0862825628,391885.1126012169,11.05884665882848
20261000,0.9,1,2,0.1,sco_reset_ucb,150,466599.5161115241,420557.97204991005,10.947728285162551
20261000,0.9,1,2,0.1,sco_reset_ucb,160,497900.14120293164,445946.34188868635,11.650235562917466
20261000,0.9,1,2,0.1,sco_reset_ucb,170,524682.9040431189,474612.93665964314,10.5496423540141
20261000,0.9,1,2,0.1,sco_reset_ucb,180,557423.226089669,501875.273394587,11.068079190147472
20261000,0.9,1,2,0.1,sco_reset_ucb,190,585104.3305318917,528196.2704067129,10.774036719600355
20261000,0.9,1,2,0.1,sco_reset_ucb,200,609213.3783017012,553504.6301165412,10.064730293842427
20261000,0.9,1,2,0.1,sco_reset_ucb,210,638821.9167310946,583211.6185228024,9.535183532376411
20261000,0.9,1,2,0.1,sco_reset_ucb,220,664563.3841945726,607690.447413817,9.358866347626972
20261000,0.9,1,2,0.1,sco_reset_ucb,230,690114.0937066157,635334.5908453064,8.622150226139237
20261000,0.9,1,2,0.1,sco_reset_ucb,240,716600.2423285055,660333.8798946858,8.520895890241675
20261000,0.9,1,2,0.1,sco_reset_ucb,250,744032.2976147898,686961.6384962032,8.307692296110947
20261000,0.9,1,2,0.1,sco_reset_ucb,260,772879.051700891,713426.8849249918,8.333323012091132
20261000,0.9,1,2,0.1,sco_reset_ucb,270,798522.5325476739,740768.5437864366,7.7964958482210855
20261000,0.9,1,2,0.1,sco_reset_ucb,280,832786.9476140325,767472.9043664874,8.510273506197441
20261000,0.9,1,2,0.1,sco_reset_ucb,290,859578.0644040621,792946.086975158,8.403090515659684
20261000,0.9,1,2,0.1,sco_reset_ucb,300,888167.2619657196,820651.9785616037,8.227029869891167
20261000,0.9,1,2,0.1,sco_reset_ucb,310,913748.5870845539,848059.6791134843,7.745788367127315
20261000,0.9,1,2,0.1,sco_reset_ucb,320,940492.1586872123,878345.9346043251,7.07536992368305
20261000,0.9,1,2,0.1,sco_reset_ucb,330,974113.3555007657,905030.6264791822,7.633192402596856
20261000,0.9,1,2,0.1,sco_reset_ucb,340,1001106.577649437,933656.1001816826,7.224338539064767
20261000,0.9,1,2,0.1,sco_reset_ucb,350,1030142.3731976642,958504.847871306,7.473882420673639
20261000,0.9,1,2,0.1,sco_reset_ucb,360,1058059.9481282185,986568.0076393445,7.246529376108546
20261000,0.9,1,2,0.1,sco_reset_ucb,370,1084953.8536646103,1014482.7813519964,6.946502553616285
20261000,0.9,1,2,0.1,sco_reset_ucb,380,1113049.9847775488,1043213.25412808,6.694386825811427
20261000,0.9,1,2,0.1,sco_reset_ucb,390,1142479.2772612537,1069090.865849893,6.8645625695267
20261000,0.9,1,2,0.1,sco_reset_ucb,400,1170311.9386589685,1093925.0577520153,6.982825776376855
20261000,0.9,1,2,0.1,ps_forced_reset_ucb,10,36589.68928285574,30411.837145007783,20.31397218257851
20261000,0.9,1,2,0.1,ps_forced_reset_ucb,20,62032.69861086903,57209.1401074124,8.431447307895578
20261000,0.9,1,2,0.1,ps_forced_reset_ucb,30,89719.38491717444,83757.56312275991,7.1179503941352085
20261000,0.9,1,2,0.1,ps_forced_reset_ucb,40,119274.52737526337,109468.30513572275,8.958047014048965
20261000,0.9,1,2,0.1,ps_forced_reset_ucb,50,150214.49523546142,139741.68871015916,7.4944038690015535
20261000,0.9,1,2,0.1,ps_forced_reset_ucb,60,178256.77972811798,167140.9593550956,6.650566333896957
20261000,0.9,1,2,0.1,ps_forced_reset_ucb,70,207670.9803387191,193109.2133835479,7.540689902893982
20261000,0.9,1,2,0.1,ps_forced_reset_ucb,80,236032.0286194258,223194.87895115162,5.751543103766155
20261000,0.9,1,2,0.1,ps_forced_reset_ucb,90,267803.51656947716,253036.12403651688,5.836080752971506
20261000,0.9,1,2,0.1,ps_forced_reset_ucb,100,297094.7138890871,280517.9329513451,5.909348027534889
20261000,0.9,1,2,0.1,ps_forced_reset_ucb,110,328936.2931564191,308327.1715137696,6.6841730300532864
20261000,0.9,1,2,0.1,ps_forced_reset_ucb,120,357122.956570389,337670.4599678145,5.760793113033524
20261000,0.9,1,2,0.1,ps_forced_reset_ucb,130,388047.2392523592,363883.31412581366,6.640569706966781
20261000,0.9,1,2,0.1,ps_forced_reset_ucb,140,418829.71767221263,391885.1126012169,6.875638855516986
20261000,0.9,1,2,0.1,ps_forced_reset_ucb,150,450090.2927696213,420557.97204991005,7.022175938257202
20261000,0.9,1,2,0.1,ps_forced_reset_ucb,160,476830.57211365324,445946.34188868635,6.925548507509904
20261000,0.9,1,2,0.1,ps_forced_reset_ucb,170,502418.966951539,474612.93665964314,5.858675173836714
20261000,0.9,1,2,0.1,ps_forced_reset_ucb,180,530960.7653923418,501875.273394587,5.795362620881117
20261000,0.9,1,2,0.1,ps_forced_reset_ucb,190,557230.8679104738,528196.2704067129,5.496933456460074
