seed,spatial_dimension,method,average_cost,relative_vs_ca_index_pct,action_disagreement_rate,cost_ratio_age_8,cost_ratio_age_16,cost_ratio_age_32,cost_ratio_age_64
20270000,1,ca_index,78.25030586245148,0.0,0.0,0.9637523764788488,0.5391293084628144,0.221085142086976,0.07324409289509616
20270000,1,cubic_cv_surrogate,78.46025768094107,0.2683079844552072,0.10325,0.9637523764788488,0.5391293084628144,0.221085142086976,0.07324409289509616
20270000,1,max_age,113.32674339378487,44.82594303591707,0.599625,0.9637523764788488,0.5391293084628144,0.221085142086976,0.07324409289509616
20270000,2,ca_index,198.02489231884348,0.0,0.0,0.9603472523509738,0.5100430080147589,0.19757460288587908,0.06269311343946421
20270000,2,cubic_cv_surrogate,198.95252443728376,0.46844217793926557,0.06875,0.9603472523509738,0.5100430080147589,0.19757460288587908,0.06269311343946421
20270000,2,max_age,226.3737279517991,14.315793989833692,0.250125,0.9603472523509738,0.5100430080147589,0.19757460288587908,0.06269311343946421
20270000,3,ca_index,315.63358291247437,0.0,0.0,0.953282372749837,0.47249557252843627,0.173052186565255,0.05299931745391678
20270000,3,cubic_cv_surrogate,316.001486729079,0.11656041578649301,0.015625,0.953282372749837,0.47249557252843627,0.173052186565255,0.05299931745391678
20270000,3,max_age,343.03735971965233,8.682148633967458,0.3,0.953282372749837,0.47249557252843627,0.173052186565255,0.05299931745391678
20270001,1,ca_index,60.618199336426535,0.0,0.0,0.9688852280896336,0.5619219613914009,0.23512009393550848,0.07866696957612744
20270001,1,cubic_cv_surrogate,61.237150566412716,1.0210650213330341,0.08375,0.9688852280896336,0.5619219613914009,0.23512009393550848,0.07866696957612744
20270001,1,max_age,95.98749197021293,58.34764645100958,0.45,0.9688852280896336,0.5619219613914009,0.23512009393550848,0.07866696957612744
20270001,2,ca_index,134.17757338057226,0.0,0.0,0.956702658141217,0.49324196501600576,0.18706760926529825,0.05861375809698408
20270001,2,cubic_cv_surrogate,133.0594377281703,-0.8333252899354049,0.061,0.956702658141217,0.49324196501600576,0.18706760926529825,0.05861375809698408
20270001,2,max_age,165.5051261391281,23.347830765802023,0.4,0.956702658141217,0.49324196501600576,0.18706760926529825,0.05861375809698408
20270001,3,ca_index,186.47997127933886,0.0,0.0,0.957644034090414,0.4962078795109819,0.18902849254023604,0.05948363948726106
20270001,3,cubic_cv_surrogate,187.32772766336046,0.4546098855580105,0.090375,0.957644034090414,0.4962078795109819,0.18902849254023604,0.05948363948726106
20270001,3,max_age,217.28677845727879,16.52016941368608,0.34975,0.957644034090414,0.4962078795109819,0.18902849254023604,0.05948363948726106
20270002,1,ca_index,64.14561108257716,0.0,0.0,0.9652581116803081,0.5389753250587914,0.2178280398775198,0.07110753075497686
20270002,1,cubic_cv_surrogate,64.34614502053103,0.31262300657750597,0.074625,0.9652581116803081,0.5389753250587914,0.2178280398775198,0.07110753075497686
20270002,1,max_age,88.3548736152609,37.74110515763611,0.4,0.9652581116803081,0.5389753250587914,0.2178280398775198,0.07110753075497686
20270002,2,ca_index,107.07653534751991,0.0,0.0,0.949624680160557,0.4689722302904161,0.17435643560519978,0.054183002077704975
20270002,2,cubic_cv_surrogate,107.22550418906924,0.139123703494759,0.08675,0.949624680160557,0.4689722302904161,0.17435643560519978,0.054183002077704975
20270002,2,max_age,127.38006276030075,18.96169627349742,0.3,0.949624680160557,0.4689722302904161,0.17435643560519978,0.054183002077704975
20270002,3,ca_index,153.21912911588197,0.0,0.0,0.9534188383367347,0.4782286333623313,0.17770807717773074,0.054957538942393455
20270002,3,cubic_cv_surrogate,153.8709257729098,0.42540161975133106,0.0685,0.9534188383367347,0.4782286333623313,0.17770807717773074,0.054957538942393455
20270002,3,max_age,162.81538557162392,6.26309293827414,0.30025,0.9534188383367347,0.4782286333623313,0.17770807717773074,0.054957538942393455
20270003,1,ca_index,33.755554922776085,0.0,0.0,0.9667939960651417,0.5595986323473042,0.23669612027194864,0.08005386858420707
20270003,1,cubic_cv_surrogate,33.97025252582891,0.6360363606641828,0.079125,0.9667939960651417,0.5595986323473042,0.23669612027194864,0.08005386858420707
20270003,1,max_age,46.80076509234009,38.64611380084864,0.4,0.9667939960651417,0.5595986323473042,0.23669612027194864,0.08005386858420707
20270003,2,ca_index,80.64798711381236,0.0,0.0,0.958030185262612,0.5028145974142942,0.1945998822733702,0.06190161101412055
20270003,2,cubic_cv_surrogate,81.21962367406651,0.7088044980557706,0.08125,0.958030185262612,0.5028145974142942,0.1945998822733702,0.06190161101412055
20270003,2,max_age,93.93819538828846,16.47928082286869,0.30025,0.958030185262612,0.5028145974142942,0.1945998822733702,0.06190161101412055
20270003,3,ca_index,148.04173603882063,0.0,0.0,0.9569750212257322,0.487689287670363,0.18177305680730538,0.056206650308589665
20270003,3,cubic_cv_surrogate,147.90968794921685,-0.08919652872022565,0.055375,0.9569750212257322,0.487689287670363,0.18177305680730538,0.056206650308589665
20270003,3,max_age,160.91566107510832,8.696145682128309,0.299875,0.9569750212257322,0.487689287670363,0.18177305680730538,0.056206650308589665
20270004,1,ca_index,81.20843260253652,0.0,0.0,0.9576174220832374,0.5026784994090898,0.19455609287923314,0.06186850683733375
20270004,1,cubic_cv_surrogate,81.37189723197166,0.2012902160483776,0.08975,0.9576174220832374,0.5026784994090898,0.19455609287923314,0.06186850683733375
20270004,1,max_age,105.26207406750454,29.619635171011428,0.399875,0.9576174220832374,0.5026784994090898,0.19455609287923314,0.06186850683733375
20270004,2,ca_index,152.6983240360815,0.0,0.0,0.9505704607461489,0.46996111750289427,0.17450539668757203,0.05421472122701747
20270004,2,cubic_cv_surrogate,152.53040394246088,-0.10996852433097226,0.013375,0.9505704607461489,0.46996111750289427,0.17450539668757203,0.05421472122701747
20270004,2,max_age,175.3919285295413,14.861724669681031,0.349875,0.9505704607461489,0.46996111750289427,0.17450539668757203,0.05421472122701747
20270004,3,ca_index,249.91973535010757,0.0,0.0,0.9521864810117335,0.46956024808506686,0.17185792524654223,0.05266667171031714
20270004,3,cubic_cv_surrogate,248.67436774500916,-0.49830702779586344,0.06025,0.9521864810117335,0.46956024808506686,0.17185792524654223,0.05266667171031714
20270004,3,max_age,269.0162940253771,7.641076703493432,0.25,0.9521864810117335,0.46956024808506686,0.17185792524654223,0.05266667171031714
20270005,1,ca_index,37.09143868093779,0.0,0.0,0.9695312757947437,0.5788310340933854,0.2533141630966579,0.08807696337138438
20270005,1,cubic_cv_surrogate,37.613049397037166,1.4062833221064608,0.144125,0.9695312757947437,0.5788310340933854,0.2533141630966579,0.08807696337138438
20270005,1,max_age,53.820127860924345,45.101214120831166,0.549875,0.9695312757947437,0.5788310340933854,0.2533141630966579,0.08807696337138438
20270005,2,ca_index,108.56316587294029,0.0,0.0,0.9661656354146677,0.5480306507731157,0.2261141733116645,0.07504100658857295
20270005,2,cubic_cv_surrogate,109.07196559762323,0.468666992705824,0.047,0.9661656354146677,0.5480306507731157,0.2261141733116645,0.07504100658857295
