scale,seeds,physical_joint_coverage_mean,physical_joint_coverage_ci_low,physical_joint_coverage_ci_high,index_joint_coverage_mean,index_joint_coverage_ci_low,index_joint_coverage_ci_high,certificate_rate_mean,certificate_rate_ci_low,certificate_rate_ci_high,certificate_error_rate_mean,certificate_error_rate_ci_low,certificate_error_rate_ci_high,mismatch_rate_mean,mismatch_rate_ci_low,mismatch_rate_ci_high,mean_normalized_interval_width_mean,mean_normalized_interval_width_ci_low,mean_normalized_interval_width_ci_high,certified_count,wrong_certified_count,wrong_certified_on_index_coverage
0.5,12,0.0,0.0,0.0,0.0,0.0,0.0,0.392578125,0.3701453956428007,0.4150108543571993,0.286528391769825,0.24474797267544615,0.3283088108642038,0.5254166666666666,0.49096500936066684,0.5598683239726665,0.2216098891202957,0.20547040906033268,0.2377493691802587,15075,4274,0
1.0,12,0.0,0.0,0.0,0.00028645833333333333,-0.00022186597654062746,0.0007947826432072941,0.19299479166666667,0.17292828650509298,0.21306129682824035,0.12001161422942741,0.08291633806249518,0.15710689039635964,0.5531510416666666,0.5266554461806799,0.5796466371526533,0.4315364135314938,0.4036596439644972,0.4594131830984904,7411,877,0
2.0,12,0.137109375,0.09140589390193118,0.18281285609806883,0.5169270833333333,0.4283005494315578,0.6055536172351087,0.06471354166666667,0.05147656215627404,0.07795052117705929,0.008972796155249652,0.00224630843615286,0.015699283874346444,0.62265625,0.599266202152573,0.6460462978474271,0.8184188956927202,0.7755470017117146,0.8612907896737257,2485,22,0
3.0,12,0.8024479166666668,0.7275147484502985,0.8773810848830351,0.9398958333333334,0.9085351723603827,0.971256494306284,0.030859374999999998,0.022698350966864643,0.03902039903313535,0.0007645259938837921,-0.0007339449541284407,0.002262996941896025,0.694765625,0.6751469101984036,0.7143843398015965,1.1491009409631026,1.0935220717823562,1.204679810143849,1185,1,0
4.0,12,0.9770572916666667,0.9610033430926824,0.9931112402406509,0.9889843749999999,0.9737970910411767,1.004171658958823,0.015963541666666668,0.010987306367594072,0.020939776965739263,0.0,0.0,0.0,0.7430989583333333,0.7207391543445144,0.7654587623221522,1.4508939870511572,1.3810480999726185,1.520739874129696,613,0,0
6.0,12,0.999609375,0.9991317999300443,1.0000869500699556,1.0,1.0,1.0,0.00453125,0.0028837674881371455,0.0061787325118628535,0.0,0.0,0.0,0.7955729166666666,0.7768946589165735,0.8142511744167598,2.0021900451357104,1.9047994593970494,2.0995806308743714,174,0,0
