success_probability,delay_slots,capacity,capacity_ratio,method,post_change_slot,independent_seeds,cumulative_excess_pct_mean,cumulative_excess_pct_ci_low,cumulative_excess_pct_ci_high
0.9,0,2,0.1,ps_forced_reset_ucb,280,12,13.785466028921027,12.639483694658635,14.931448363183419
0.9,0,2,0.1,ps_forced_reset_ucb,290,12,13.617515429899456,12.514047668882247,14.720983190916664
0.9,0,2,0.1,ps_forced_reset_ucb,300,12,13.354724943467941,12.126179400697847,14.583270486238035
0.9,0,2,0.1,ps_forced_reset_ucb,310,12,13.535969038907373,12.238720609365565,14.833217468449181
0.9,0,2,0.1,ps_forced_reset_ucb,320,12,13.191782481398166,11.849961672684213,14.533603290112119
0.9,0,2,0.1,ps_forced_reset_ucb,330,12,12.868683771709762,11.57867661185731,14.158690931562214
0.9,0,2,0.1,ps_forced_reset_ucb,340,12,12.633522656758947,11.446374999871324,13.82067031364657
0.9,0,2,0.1,ps_forced_reset_ucb,350,12,12.418071661996967,11.284655247867352,13.551488076126581
0.9,0,2,0.1,ps_forced_reset_ucb,360,12,12.491139380033639,11.27223999412356,13.710038765943718
0.9,0,2,0.1,ps_forced_reset_ucb,370,12,12.223210202409502,10.96279098773501,13.483629417083995
0.9,0,2,0.1,ps_forced_reset_ucb,380,12,12.147904078717213,10.83584504092095,13.459963116513476
