profile,method,seeds,post_cost_mean,post_cost_ci_low,post_cost_ci_high,total_cost_mean,total_cost_ci_low,total_cost_ci_high,delivery_rate_mean,delivery_rate_ci_low,delivery_rate_ci_high,ack_rate_mean,ack_rate_ci_low,ack_rate_ci_high,redundant_attempt_rate_mean,redundant_attempt_rate_ci_low,redundant_attempt_rate_ci_high,stale_arrival_rate_mean,stale_arrival_rate_ci_low,stale_arrival_rate_ci_high,mean_inflight_per_slot_mean,mean_inflight_per_slot_ci_low,mean_inflight_per_slot_ci_high,max_inflight_count_mean,max_inflight_count_ci_low,max_inflight_count_ci_high,detected_fraction_mean,detected_fraction_ci_low,detected_fraction_ci_high,calendar_delay_mean,calendar_delay_ci_low,calendar_delay_ci_high,observation_delay_mean,observation_delay_ci_low,observation_delay_ci_high
forward_heavy,true,12,557.7786382587168,519.8327641491475,595.7245123682861,570.3898918760626,532.043010090766,608.7367736613593,0.8208854166666667,0.8192821587026217,0.8224886746307117,0.9950325520833333,0.9948483981252724,0.9952167060413942,0.6224609374999999,0.6208237841339227,0.624098090866077,0.06479138901341928,0.06314564095735802,0.06643713706948055,19.943880208333336,19.884536563194075,20.003223853472598,6.5,6.204518882313792,6.795481117686208,nan,nan,nan,nan,nan,nan,nan,nan,nan
forward_heavy,sco,12,1997.317530189902,1869.6487251914104,2124.9863351883937,2036.5829061793836,1907.5437051782344,2165.6221071805326,0.8338411458333334,0.8319399955730995,0.8357422960935672,0.9949934895833331,0.9948721283298416,0.9951148508368246,0.7691080729166666,0.7683860399562076,0.7698301058771256,0.06986721233273112,0.0684988745217449,0.07123555014371734,19.9428125,19.877015232668768,20.00860976733123,7.5,6.988211691490248,8.011788308509752,0.9219324412339119,0.9043125558650983,0.9395523266027256,44.008609207645215,43.37022552120058,44.64699289408985,7.421531071773988,7.376993541581879,7.466068601966098
forward_heavy,forced,12,1899.9845707068969,1779.0275952045304,2020.9415462092634,1941.3461248065817,1821.6805032011328,2061.011746412031,0.8321809895833333,0.8300189674501401,0.8343430117165265,0.9949544270833334,0.9948192192068882,0.9950896349597785,0.76265625,0.7616732385285357,0.7636392614714643,0.07062313916456993,0.06933001249971062,0.07191626582942924,19.94799479166667,19.88002257418357,20.01596700914977,7.416666666666667,7.038394411551519,7.794938921781815,0.9247083332561274,0.8992178735086281,0.9501987930036268,44.148194339004505,43.146098684763494,45.150289993245515,7.378376250219206,7.2918608315355975,7.464891668902814
forward_heavy,pa16,12,458.48082872525515,429.00124085515966,487.96041659535064,478.0398347519156,449.90554852313915,506.174120980692,0.8184895833333333,0.8166497325380397,0.8203294341286269,0.9950130208333331,0.9947966061365511,0.9952294355301151,0.30694661458333333,0.3018161667665928,0.3120770624000739,0.07029627143500838,0.06916702529941002,0.07142551757060675,19.95114583333333,19.890932854319683,20.01135881234698,7.166666666666667,6.7605667138014,7.572766619531934,0.9139452511695159,0.8837003079528978,0.9441901943861339,46.55293191046261,44.98613403325984,48.119729787665385,7.581856015826767,7.259322770126849,7.904389261526685
forward_heavy,stopwait,12,933.8440283602896,865.1365111491683,1002.5515455714109,992.0263685642602,936.7602965870011,1047.2924405415195,0.8795182291666667,0.8779246951352633,0.88111176319807,0.9949283854166665,0.9947842743447273,0.9950724964886057,0.06716145833333333,0.06384283994124967,0.07048007672541698,0.01503819690826145,0.014198622738824941,0.015877771077697958,19.947135416666665,19.88028005759902,20.01399077573431,5.166666666666667,4.84,5.493333333333334,0.9420514892941364,0.9132475201702419,0.9708554584180309,44.17929504000367,43.30432227922722,45.054267800780124,7.381761433660721,7.313923769395402,7.44959909792604
feedback_heavy,true,12,1218.849744316419,1133.3888800312188,1304.3106086016192,1236.9281347910858,1149.906258909502,1323.9500106726696,0.8981054687500002,0.8964969244878617,0.8997140130121387,0.9950520833333333,0.9949183616052844,0.9951858050613822,0.71912109375,0.7178287589671049,0.7204134285328951,0.0,0.0,0.0,19.939296875,19.846608679568945,20.031985070431055,5.833333333333333,5.61309471159534,6.053571955071326,nan,nan,nan,nan,nan,nan,nan,nan,nan
feedback_heavy,sco,12,2339.0881423472733,2190.2542338895832,2487.9220508049634,2407.6199876280743,2254.7207177467208,2560.519257509428,0.8978190104166667,0.8963052072092857,0.8993328136240476,0.9950455729166666,0.9949103650402213,0.9951807807931119,0.7690885416666667,0.767984287967088,0.7701927953662455,0.0,0.0,0.0,19.936744791666666,19.84149698472885,20.031992598604482,7.333333333333333,7.054751063962002,7.611915602704664,0.9535633961185431,0.9343809633939099,0.9727458288431764,43.79859941885551,42.44317742290785,45.15402141480317,7.454437728816447,7.387297937466741,7.5215775201661526
feedback_heavy,forced,12,2229.434873401306,2077.690902556455,2381.178844246157,2286.687943511091,2140.886353377851,2432.489533644331,0.8976757812499999,0.8961348033317182,0.8992167591682816,0.9950065104166667,0.9948822563340384,0.9951307644992949,0.7629296874999998,0.7618080106491459,0.7640513643508536,0.00016674618527072745,7.412977958537653e-05,0.00025936259095607836,19.933932291666668,19.838099409580384,20.029765173752953,7.25,6.994105845745124,7.505894154254876,0.9324387343688815,0.908004083037042,0.9568733857007209,43.87347572393273,42.7448549978728,45.002096449992656,7.44381156812361,7.3625417641271715,7.525081372120048
feedback_heavy,pa16,12,455.31974073181055,425.760521274667,484.8789601889541,480.6196845689037,451.4468579868416,509.7925111509658,0.8978320312500001,0.8963377543124544,0.8993263081875458,0.9949218750000001,0.9947259968418484,0.9951177531581518,0.30593750000000003,0.2991515580137244,0.31272344198627566,0.0,0.0,0.0,19.935885416666665,19.84070696947044,20.03106386386289,7.083333333333333,6.705061078218186,7.46160558844848,0.9155213992530169,0.8915530789300502,0.9394897195759836,46.407460435564275,45.09586128687286,47.71905958425569,7.460188238931981,7.395901994894582,7.524474482969381
feedback_heavy,stopwait,12,737.5783407226228,689.902878743771,785.2538027014746,795.6496326263594,748.9484020360153,842.3508632167036,0.8978645833333334,0.8965265692733019,0.8992025973933649,0.9950195312500001,0.9948605721944954,0.9951784903055048,0.06616536458333334,0.06154472401884475,0.07078600514782195,0.0,0.0,0.0,19.92713541666667,19.837227560718713,20.017043272614625,4.833333333333333,4.427233380468066,5.2394332861986,0.9405776661291366,0.9226712580835442,0.958484074174729,43.64162914284768,42.7531296118024,44.53012867389295,7.385522557516708,7.3197614639600195,7.451283651073397
